bin_left,bin_right,bin_mid,count,is_structuring_band
24436000,24437000,24436500.0,0,0
24437000,24438000,24437500.0,0,0
24438000,24439000,24438500.0,0,0
24439000,24440000,24439500.0,0,0
24440000,24441000,24440500.0,0,0
24441000,24442000,24441500.0,0,0
24442000,24443000,24442500.0,0,0
24443000,24444000,24443500.0,0,0
24444000,24445000,24444500.0,0,0
24445000,24446000,24445500.0,0,0
24446000,24447000,24446500.0,0,0
24447000,24448000,24447500.0,0,0
24448000,24449000,24448500.0,0,0
24449000,24450000,24449500.0,0,0
24450000,24451000,24450500.0,0,0
24451000,24452000,24451500.0,0,0
24452000,24453000,24452500.0,0,0
24453000,24454000,24453500.0,0,0
24454000,24455000,24454500.0,0,0
24455000,24456000,24455500.0,0,0
24456000,24457000,24456500.0,0,0
24457000,24458000,24457500.0,0,0
24458000,24459000,24458500.0,0,0
24459000,24460000,24459500.0,0,0
24460000,24461000,24460500.0,0,0
24461000,24462000,24461500.0,0,0
24462000,24463000,24462500.0,0,0
24463000,24464000,24463500.0,0,0
24464000,24465000,24464500.0,1,0
24465000,24466000,24465500.0,0,0
24466000,24467000,24466500.0,0,0
24467000,24468000,24467500.0,0,0
24468000,24469000,24468500.0,0,0
24469000,24470000,24469500.0,0,0
24470000,24471000,24470500.0,0,0
24471000,24472000,24471500.0,0,0
24472000,24473000,24472500.0,0,0
24473000,24474000,24473500.0,0,0
24474000,24475000,24474500.0,0,0
24475000,24476000,24475500.0,0,0
24476000,24477000,24476500.0,0,0
24477000,24478000,24477500.0,0,0
24478000,24479000,24478500.0,0,0
24479000,24480000,24479500.0,0,0
24480000,24481000,24480500.0,0,0
24481000,24482000,24481500.0,0,0
24482000,24483000,24482500.0,0,0
24483000,24484000,24483500.0,0,0
24484000,24485000,24484500.0,0,0
24485000,24486000,24485500.0,1,0
24486000,24487000,24486500.0,0,0
24487000,24488000,24487500.0,0,0
24488000,24489000,24488500.0,0,0
24489000,24490000,24489500.0,0,0
24490000,24491000,24490500.0,0,0
24491000,24492000,24491500.0,0,0
24492000,24493000,24492500.0,0,0
24493000,24494000,24493500.0,0,0
24494000,24495000,24494500.0,0,0
24495000,24496000,24495500.0,0,0
24496000,24497000,24496500.0,0,0
24497000,24498000,24497500.0,0,0
24498000,24499000,24498500.0,1,0
24499000,24500000,24499500.0,0,0
24500000,24501000,24500500.0,0,0
24501000,24502000,24501500.0,0,0
24502000,24503000,24502500.0,0,0
24503000,24504000,24503500.0,0,0
24504000,24505000,24504500.0,0,0
24505000,24506000,24505500.0,0,0
24506000,24507000,24506500.0,0,0
24507000,24508000,24507500.0,1,0
24508000,24509000,24508500.0,0,0
24509000,24510000,24509500.0,0,0
24510000,24511000,24510500.0,0,0
24511000,24512000,24511500.0,0,0
24512000,24513000,24512500.0,0,0
24513000,24514000,24513500.0,0,0
24514000,24515000,24514500.0,0,0
24515000,24516000,24515500.0,0,0
24516000,24517000,24516500.0,0,0
24517000,24518000,24517500.0,0,0
24518000,24519000,24518500.0,0,0
24519000,24520000,24519500.0,0,0
24520000,24521000,24520500.0,0,0
24521000,24522000,24521500.0,0,0
24522000,24523000,24522500.0,0,0
24523000,24524000,24523500.0,0,0
24524000,24525000,24524500.0,0,0
24525000,24526000,24525500.0,0,0
24526000,24527000,24526500.0,0,0
24527000,24528000,24527500.0,0,0
24528000,24529000,24528500.0,0,0
24529000,24530000,24529500.0,1,0
24530000,24531000,24530500.0,0,0
24531000,24532000,24531500.0,0,0
24532000,24533000,24532500.0,0,0
24533000,24534000,24533500.0,0,0
24534000,24535000,24534500.0,0,0
24535000,24536000,24535500.0,0,0
24536000,24537000,24536500.0,0,0
24537000,24538000,24537500.0,0,0
24538000,24539000,24538500.0,0,0
24539000,24540000,24539500.0,0,0
24540000,24541000,24540500.0,0,0
24541000,24542000,24541500.0,0,0
24542000,24543000,24542500.0,0,0
24543000,24544000,24543500.0,0,0
24544000,24545000,24544500.0,0,0
24545000,24546000,24545500.0,0,0
24546000,24547000,24546500.0,0,0
24547000,24548000,24547500.0,0,0
24548000,24549000,24548500.0,0,0
24549000,24550000,24549500.0,0,0
24550000,24551000,24550500.0,0,0
24551000,24552000,24551500.0,0,0
24552000,24553000,24552500.0,0,0
24553000,24554000,24553500.0,0,0
24554000,24555000,24554500.0,0,0
24555000,24556000,24555500.0,0,0
24556000,24557000,24556500.0,0,0
24557000,24558000,24557500.0,0,0
24558000,24559000,24558500.0,0,0
24559000,24560000,24559500.0,0,0
24560000,24561000,24560500.0,0,0
24561000,24562000,24561500.0,0,0
24562000,24563000,24562500.0,0,0
24563000,24564000,24563500.0,0,0
24564000,24565000,24564500.0,0,0
24565000,24566000,24565500.0,0,0
24566000,24567000,24566500.0,0,0
24567000,24568000,24567500.0,0,0
24568000,24569000,24568500.0,0,0
24569000,24570000,24569500.0,0,0
24570000,24571000,24570500.0,0,0
24571000,24572000,24571500.0,0,0
24572000,24573000,24572500.0,0,0
24573000,24574000,24573500.0,0,0
24574000,24575000,24574500.0,0,0
24575000,24576000,24575500.0,0,0
24576000,24577000,24576500.0,0,0
24577000,24578000,24577500.0,0,0
24578000,24579000,24578500.0,0,0
24579000,24580000,24579500.0,0,0
24580000,24581000,24580500.0,0,0
24581000,24582000,24581500.0,1,0
24582000,24583000,24582500.0,0,0
24583000,24584000,24583500.0,0,0
24584000,24585000,24584500.0,0,0
24585000,24586000,24585500.0,0,0
24586000,24587000,24586500.0,0,0
24587000,24588000,24587500.0,0,0
24588000,24589000,24588500.0,0,0
24589000,24590000,24589500.0,0,0
24590000,24591000,24590500.0,0,0
24591000,24592000,24591500.0,0,0
24592000,24593000,24592500.0,0,0
24593000,24594000,24593500.0,0,0
24594000,24595000,24594500.0,0,0
24595000,24596000,24595500.0,0,0
24596000,24597000,24596500.0,0,0
24597000,24598000,24597500.0,0,0
24598000,24599000,24598500.0,0,0
24599000,24600000,24599500.0,0,0
24600000,24601000,24600500.0,0,0
24601000,24602000,24601500.0,0,0
24602000,24603000,24602500.0,0,0
24603000,24604000,24603500.0,0,0
24604000,24605000,24604500.0,0,0
24605000,24606000,24605500.0,0,0
24606000,24607000,24606500.0,0,0
24607000,24608000,24607500.0,0,0
24608000,24609000,24608500.0,0,0
24609000,24610000,24609500.0,0,0
24610000,24611000,24610500.0,0,0
24611000,24612000,24611500.0,0,0
24612000,24613000,24612500.0,0,0
24613000,24614000,24613500.0,0,0
24614000,24615000,24614500.0,0,0
24615000,24616000,24615500.0,0,0
24616000,24617000,24616500.0,0,0
24617000,24618000,24617500.0,0,0
24618000,24619000,24618500.0,0,0
24619000,24620000,24619500.0,0,0
24620000,24621000,24620500.0,0,0
24621000,24622000,24621500.0,0,0
24622000,24623000,24622500.0,0,0
24623000,24624000,24623500.0,0,0
24624000,24625000,24624500.0,0,0
24625000,24626000,24625500.0,0,0
24626000,24627000,24626500.0,0,0
24627000,24628000,24627500.0,1,0
24628000,24629000,24628500.0,0,0
24629000,24630000,24629500.0,0,0
24630000,24631000,24630500.0,0,0
24631000,24632000,24631500.0,0,0
24632000,24633000,24632500.0,0,0
24633000,24634000,24633500.0,0,0
24634000,24635000,24634500.0,0,0
24635000,24636000,24635500.0,0,0
24636000,24637000,24636500.0,0,0
24637000,24638000,24637500.0,0,0
24638000,24639000,24638500.0,0,0
24639000,24640000,24639500.0,0,0
24640000,24641000,24640500.0,0,0
24641000,24642000,24641500.0,0,0
24642000,24643000,24642500.0,0,0
24643000,24644000,24643500.0,0,0
24644000,24645000,24644500.0,0,0
24645000,24646000,24645500.0,0,0
24646000,24647000,24646500.0,0,0
24647000,24648000,24647500.0,0,0
24648000,24649000,24648500.0,0,0
24649000,24650000,24649500.0,0,0
24650000,24651000,24650500.0,0,0
24651000,24652000,24651500.0,0,0
24652000,24653000,24652500.0,0,0
24653000,24654000,24653500.0,0,0
24654000,24655000,24654500.0,0,0
24655000,24656000,24655500.0,0,0
24656000,24657000,24656500.0,0,0
24657000,24658000,24657500.0,0,0
24658000,24659000,24658500.0,0,0
24659000,24660000,24659500.0,0,0
24660000,24661000,24660500.0,0,0
24661000,24662000,24661500.0,0,0
24662000,24663000,24662500.0,0,0
24663000,24664000,24663500.0,1,0
24664000,24665000,24664500.0,0,0
24665000,24666000,24665500.0,0,0
24666000,24667000,24666500.0,1,0
24667000,24668000,24667500.0,0,0
24668000,24669000,24668500.0,0,0
24669000,24670000,24669500.0,0,0
24670000,24671000,24670500.0,0,0
24671000,24672000,24671500.0,0,0
24672000,24673000,24672500.0,0,0
24673000,24674000,24673500.0,0,0
24674000,24675000,24674500.0,0,0
24675000,24676000,24675500.0,0,0
24676000,24677000,24676500.0,0,0
24677000,24678000,24677500.0,0,0
24678000,24679000,24678500.0,0,0
24679000,24680000,24679500.0,0,0
24680000,24681000,24680500.0,0,0
24681000,24682000,24681500.0,0,0
24682000,24683000,24682500.0,0,0
24683000,24684000,24683500.0,0,0
24684000,24685000,24684500.0,0,0
24685000,24686000,24685500.0,0,0
24686000,24687000,24686500.0,0,0
24687000,24688000,24687500.0,0,0
24688000,24689000,24688500.0,0,0
24689000,24690000,24689500.0,0,0
24690000,24691000,24690500.0,0,0
24691000,24692000,24691500.0,0,0
24692000,24693000,24692500.0,0,0
24693000,24694000,24693500.0,0,0
24694000,24695000,24694500.0,0,0
24695000,24696000,24695500.0,0,0
24696000,24697000,24696500.0,0,0
24697000,24698000,24697500.0,0,0
24698000,24699000,24698500.0,0,0
24699000,24700000,24699500.0,0,0
24700000,24701000,24700500.0,0,0
24701000,24702000,24701500.0,0,0
24702000,24703000,24702500.0,0,0
24703000,24704000,24703500.0,0,0
24704000,24705000,24704500.0,0,0
24705000,24706000,24705500.0,0,0
24706000,24707000,24706500.0,0,0
24707000,24708000,24707500.0,0,0
24708000,24709000,24708500.0,0,0
24709000,24710000,24709500.0,0,0
24710000,24711000,24710500.0,0,0
24711000,24712000,24711500.0,0,0
24712000,24713000,24712500.0,0,0
24713000,24714000,24713500.0,0,0
24714000,24715000,24714500.0,0,0
24715000,24716000,24715500.0,0,0
24716000,24717000,24716500.0,0,0
24717000,24718000,24717500.0,0,0
24718000,24719000,24718500.0,0,0
24719000,24720000,24719500.0,0,0
24720000,24721000,24720500.0,0,0
24721000,24722000,24721500.0,1,0
24722000,24723000,24722500.0,0,0
24723000,24724000,24723500.0,0,0
24724000,24725000,24724500.0,0,0
24725000,24726000,24725500.0,0,0
24726000,24727000,24726500.0,0,0
24727000,24728000,24727500.0,0,0
24728000,24729000,24728500.0,0,0
24729000,24730000,24729500.0,0,0
24730000,24731000,24730500.0,0,0
24731000,24732000,24731500.0,0,0
24732000,24733000,24732500.0,0,0
24733000,24734000,24733500.0,0,0
24734000,24735000,24734500.0,0,0
24735000,24736000,24735500.0,0,0
24736000,24737000,24736500.0,0,0
24737000,24738000,24737500.0,0,0
24738000,24739000,24738500.0,0,0
24739000,24740000,24739500.0,0,0
24740000,24741000,24740500.0,0,0
24741000,24742000,24741500.0,0,0
24742000,24743000,24742500.0,0,0
24743000,24744000,24743500.0,1,0
24744000,24745000,24744500.0,0,0
24745000,24746000,24745500.0,1,0
24746000,24747000,24746500.0,0,0
24747000,24748000,24747500.0,0,0
24748000,24749000,24748500.0,0,0
24749000,24750000,24749500.0,0,0
24750000,24751000,24750500.0,1,0
24751000,24752000,24751500.0,0,0
24752000,24753000,24752500.0,0,0
24753000,24754000,24753500.0,0,0
24754000,24755000,24754500.0,0,0
24755000,24756000,24755500.0,0,0
24756000,24757000,24756500.0,0,0
24757000,24758000,24757500.0,0,0
24758000,24759000,24758500.0,0,0
24759000,24760000,24759500.0,0,0
24760000,24761000,24760500.0,0,0
24761000,24762000,24761500.0,0,0
24762000,24763000,24762500.0,0,0
24763000,24764000,24763500.0,0,0
24764000,24765000,24764500.0,0,0
24765000,24766000,24765500.0,0,0
24766000,24767000,24766500.0,0,0
24767000,24768000,24767500.0,0,0
24768000,24769000,24768500.0,0,0
24769000,24770000,24769500.0,0,0
24770000,24771000,24770500.0,0,0
24771000,24772000,24771500.0,0,0
24772000,24773000,24772500.0,0,0
24773000,24774000,24773500.0,0,0
24774000,24775000,24774500.0,0,0
24775000,24776000,24775500.0,0,0
24776000,24777000,24776500.0,0,0
24777000,24778000,24777500.0,1,0
24778000,24779000,24778500.0,0,0
24779000,24780000,24779500.0,0,0
24780000,24781000,24780500.0,0,0
24781000,24782000,24781500.0,0,0
24782000,24783000,24782500.0,0,0
24783000,24784000,24783500.0,0,0
24784000,24785000,24784500.0,0,0
24785000,24786000,24785500.0,0,0
24786000,24787000,24786500.0,0,0
24787000,24788000,24787500.0,0,0
24788000,24789000,24788500.0,0,0
24789000,24790000,24789500.0,0,0
24790000,24791000,24790500.0,0,0
24791000,24792000,24791500.0,0,0
24792000,24793000,24792500.0,0,0
24793000,24794000,24793500.0,0,0
24794000,24795000,24794500.0,0,0
24795000,24796000,24795500.0,0,0
24796000,24797000,24796500.0,0,0
24797000,24798000,24797500.0,1,0
24798000,24799000,24798500.0,0,0
24799000,24800000,24799500.0,0,0
24800000,24801000,24800500.0,0,0
24801000,24802000,24801500.0,0,0
24802000,24803000,24802500.0,0,0
24803000,24804000,24803500.0,0,0
24804000,24805000,24804500.0,1,0
24805000,24806000,24805500.0,0,0
24806000,24807000,24806500.0,0,0
24807000,24808000,24807500.0,0,0
24808000,24809000,24808500.0,0,0
24809000,24810000,24809500.0,0,0
24810000,24811000,24810500.0,0,0
24811000,24812000,24811500.0,0,0
24812000,24813000,24812500.0,0,0
24813000,24814000,24813500.0,0,0
24814000,24815000,24814500.0,0,0
24815000,24816000,24815500.0,0,0
24816000,24817000,24816500.0,0,0
24817000,24818000,24817500.0,0,0
24818000,24819000,24818500.0,0,0
24819000,24820000,24819500.0,0,0
24820000,24821000,24820500.0,0,0
24821000,24822000,24821500.0,0,0
24822000,24823000,24822500.0,0,0
24823000,24824000,24823500.0,0,0
24824000,24825000,24824500.0,0,0
24825000,24826000,24825500.0,0,0
24826000,24827000,24826500.0,0,0
24827000,24828000,24827500.0,0,0
24828000,24829000,24828500.0,0,0
24829000,24830000,24829500.0,0,0
24830000,24831000,24830500.0,0,0
24831000,24832000,24831500.0,0,0
24832000,24833000,24832500.0,0,0
24833000,24834000,24833500.0,0,0
24834000,24835000,24834500.0,0,0
24835000,24836000,24835500.0,0,0
24836000,24837000,24836500.0,0,0
24837000,24838000,24837500.0,0,0
24838000,24839000,24838500.0,1,0
24839000,24840000,24839500.0,0,0
24840000,24841000,24840500.0,0,0
24841000,24842000,24841500.0,0,0
24842000,24843000,24842500.0,0,0
24843000,24844000,24843500.0,0,0
24844000,24845000,24844500.0,0,0
24845000,24846000,24845500.0,0,0
24846000,24847000,24846500.0,0,0
24847000,24848000,24847500.0,0,0
24848000,24849000,24848500.0,0,0
24849000,24850000,24849500.0,0,0
24850000,24851000,24850500.0,0,0
24851000,24852000,24851500.0,0,0
24852000,24853000,24852500.0,0,0
24853000,24854000,24853500.0,0,0
24854000,24855000,24854500.0,0,0
24855000,24856000,24855500.0,0,0
24856000,24857000,24856500.0,0,0
24857000,24858000,24857500.0,0,0
24858000,24859000,24858500.0,0,0
24859000,24860000,24859500.0,0,0
24860000,24861000,24860500.0,1,0
24861000,24862000,24861500.0,0,0
24862000,24863000,24862500.0,0,0
24863000,24864000,24863500.0,0,0
24864000,24865000,24864500.0,0,0
24865000,24866000,24865500.0,0,0
24866000,24867000,24866500.0,0,0
24867000,24868000,24867500.0,0,0
24868000,24869000,24868500.0,0,0
24869000,24870000,24869500.0,1,0
24870000,24871000,24870500.0,0,0
24871000,24872000,24871500.0,0,0
24872000,24873000,24872500.0,0,0
24873000,24874000,24873500.0,0,0
24874000,24875000,24874500.0,0,0
24875000,24876000,24875500.0,0,0
24876000,24877000,24876500.0,0,0
24877000,24878000,24877500.0,0,0
24878000,24879000,24878500.0,0,0
24879000,24880000,24879500.0,0,0
24880000,24881000,24880500.0,0,0
24881000,24882000,24881500.0,0,0
24882000,24883000,24882500.0,0,0
24883000,24884000,24883500.0,0,0
24884000,24885000,24884500.0,0,0
24885000,24886000,24885500.0,0,0
24886000,24887000,24886500.0,0,0
24887000,24888000,24887500.0,0,0
24888000,24889000,24888500.0,0,0
24889000,24890000,24889500.0,0,0
24890000,24891000,24890500.0,0,0
24891000,24892000,24891500.0,0,0
24892000,24893000,24892500.0,0,0
24893000,24894000,24893500.0,0,0
24894000,24895000,24894500.0,0,0
24895000,24896000,24895500.0,0,0
24896000,24897000,24896500.0,0,0
24897000,24898000,24897500.0,0,0
24898000,24899000,24898500.0,1,0
24899000,24900000,24899500.0,0,0
24900000,24901000,24900500.0,0,0
24901000,24902000,24901500.0,0,0
24902000,24903000,24902500.0,0,0
24903000,24904000,24903500.0,0,0
24904000,24905000,24904500.0,0,0
24905000,24906000,24905500.0,0,0
24906000,24907000,24906500.0,0,0
24907000,24908000,24907500.0,0,0
24908000,24909000,24908500.0,0,0
24909000,24910000,24909500.0,0,0
24910000,24911000,24910500.0,0,0
24911000,24912000,24911500.0,0,0
24912000,24913000,24912500.0,0,0
24913000,24914000,24913500.0,0,0
24914000,24915000,24914500.0,0,0
24915000,24916000,24915500.0,0,0
24916000,24917000,24916500.0,0,0
24917000,24918000,24917500.0,0,0
24918000,24919000,24918500.0,0,0
24919000,24920000,24919500.0,0,0
24920000,24921000,24920500.0,0,0
24921000,24922000,24921500.0,0,0
24922000,24923000,24922500.0,0,0
24923000,24924000,24923500.0,0,0
24924000,24925000,24924500.0,0,0
24925000,24926000,24925500.0,0,0
24926000,24927000,24926500.0,1,0
24927000,24928000,24927500.0,1,0
24928000,24929000,24928500.0,0,0
24929000,24930000,24929500.0,0,0
24930000,24931000,24930500.0,0,0
24931000,24932000,24931500.0,0,0
24932000,24933000,24932500.0,0,0
24933000,24934000,24933500.0,0,0
24934000,24935000,24934500.0,0,0
24935000,24936000,24935500.0,0,0
24936000,24937000,24936500.0,0,0
24937000,24938000,24937500.0,1,0
24938000,24939000,24938500.0,0,0
24939000,24940000,24939500.0,0,0
24940000,24941000,24940500.0,0,0
24941000,24942000,24941500.0,0,0
24942000,24943000,24942500.0,0,0
24943000,24944000,24943500.0,0,0
24944000,24945000,24944500.0,0,0
24945000,24946000,24945500.0,0,0
24946000,24947000,24946500.0,0,0
24947000,24948000,24947500.0,0,0
24948000,24949000,24948500.0,0,0
24949000,24950000,24949500.0,0,0
24950000,24951000,24950500.0,0,0
24951000,24952000,24951500.0,0,0
24952000,24953000,24952500.0,0,0
24953000,24954000,24953500.0,0,0
24954000,24955000,24954500.0,0,0
24955000,24956000,24955500.0,0,0
24956000,24957000,24956500.0,0,0
24957000,24958000,24957500.0,0,0
24958000,24959000,24958500.0,0,0
24959000,24960000,24959500.0,1,0
24960000,24961000,24960500.0,0,0
24961000,24962000,24961500.0,0,0
24962000,24963000,24962500.0,0,0
24963000,24964000,24963500.0,0,0
24964000,24965000,24964500.0,0,0
24965000,24966000,24965500.0,1,0
24966000,24967000,24966500.0,0,0
24967000,24968000,24967500.0,0,0
24968000,24969000,24968500.0,0,0
24969000,24970000,24969500.0,0,0
24970000,24971000,24970500.0,0,0
24971000,24972000,24971500.0,0,0
24972000,24973000,24972500.0,0,0
24973000,24974000,24973500.0,0,0
24974000,24975000,24974500.0,0,0
24975000,24976000,24975500.0,0,0
24976000,24977000,24976500.0,0,0
24977000,24978000,24977500.0,0,0
24978000,24979000,24978500.0,0,0
24979000,24980000,24979500.0,0,0
24980000,24981000,24980500.0,0,0
24981000,24982000,24981500.0,0,0
24982000,24983000,24982500.0,0,0
24983000,24984000,24983500.0,0,0
24984000,24985000,24984500.0,0,0
24985000,24986000,24985500.0,0,0
24986000,24987000,24986500.0,0,0
24987000,24988000,24987500.0,0,0
24988000,24989000,24988500.0,0,0
24989000,24990000,24989500.0,0,0
24990000,24991000,24990500.0,0,0
24991000,24992000,24991500.0,1,0
24992000,24993000,24992500.0,0,0
24993000,24994000,24993500.0,0,0
24994000,24995000,24994500.0,0,0
24995000,24996000,24995500.0,0,0
24996000,24997000,24996500.0,0,0
24997000,24998000,24997500.0,0,0
24998000,24999000,24998500.0,0,0
24999000,25000000,24999500.0,0,0
25000000,25001000,25000500.0,0,0
25001000,25002000,25001500.0,0,0
25002000,25003000,25002500.0,0,0
25003000,25004000,25003500.0,0,0
25004000,25005000,25004500.0,0,0
25005000,25006000,25005500.0,0,0
25006000,25007000,25006500.0,0,0
25007000,25008000,25007500.0,0,0
25008000,25009000,25008500.0,0,0
25009000,25010000,25009500.0,0,0
25010000,25011000,25010500.0,0,0
25011000,25012000,25011500.0,0,0
25012000,25013000,25012500.0,0,0
25013000,25014000,25013500.0,0,0
25014000,25015000,25014500.0,0,0
25015000,25016000,25015500.0,0,0
25016000,25017000,25016500.0,0,0
25017000,25018000,25017500.0,0,0
25018000,25019000,25018500.0,0,0
25019000,25020000,25019500.0,0,0
25020000,25021000,25020500.0,0,0
25021000,25022000,25021500.0,0,0
25022000,25023000,25022500.0,0,0
25023000,25024000,25023500.0,0,0
25024000,25025000,25024500.0,0,0
25025000,25026000,25025500.0,0,0
25026000,25027000,25026500.0,0,0
25027000,25028000,25027500.0,0,0
25028000,25029000,25028500.0,0,0
25029000,25030000,25029500.0,0,0
25030000,25031000,25030500.0,0,0
25031000,25032000,25031500.0,0,0
25032000,25033000,25032500.0,0,0
25033000,25034000,25033500.0,0,0
25034000,25035000,25034500.0,0,0
25035000,25036000,25035500.0,0,0
25036000,25037000,25036500.0,0,0
25037000,25038000,25037500.0,0,0
25038000,25039000,25038500.0,0,0
25039000,25040000,25039500.0,0,0
25040000,25041000,25040500.0,0,0
25041000,25042000,25041500.0,0,0
25042000,25043000,25042500.0,0,0
25043000,25044000,25043500.0,0,0
25044000,25045000,25044500.0,0,0
25045000,25046000,25045500.0,0,0
25046000,25047000,25046500.0,0,0
25047000,25048000,25047500.0,0,0
25048000,25049000,25048500.0,0,0
25049000,25050000,25049500.0,0,0
25050000,25051000,25050500.0,0,0
25051000,25052000,25051500.0,0,0
25052000,25053000,25052500.0,1,0
25053000,25054000,25053500.0,0,0
25054000,25055000,25054500.0,0,0
25055000,25056000,25055500.0,0,0
25056000,25057000,25056500.0,0,0
25057000,25058000,25057500.0,0,0
25058000,25059000,25058500.0,0,0
25059000,25060000,25059500.0,0,0
25060000,25061000,25060500.0,0,0
25061000,25062000,25061500.0,0,0
25062000,25063000,25062500.0,0,0
25063000,25064000,25063500.0,0,0
25064000,25065000,25064500.0,0,0
25065000,25066000,25065500.0,0,0
25066000,25067000,25066500.0,0,0
25067000,25068000,25067500.0,0,0
25068000,25069000,25068500.0,0,0
25069000,25070000,25069500.0,0,0
25070000,25071000,25070500.0,0,0
25071000,25072000,25071500.0,0,0
25072000,25073000,25072500.0,0,0
25073000,25074000,25073500.0,0,0
25074000,25075000,25074500.0,0,0
25075000,25076000,25075500.0,0,0
25076000,25077000,25076500.0,0,0
25077000,25078000,25077500.0,0,0
25078000,25079000,25078500.0,0,0
25079000,25080000,25079500.0,0,0
25080000,25081000,25080500.0,0,0
25081000,25082000,25081500.0,0,0
25082000,25083000,25082500.0,0,0
25083000,25084000,25083500.0,0,0
25084000,25085000,25084500.0,0,0
25085000,25086000,25085500.0,0,0
25086000,25087000,25086500.0,0,0
25087000,25088000,25087500.0,0,0
25088000,25089000,25088500.0,0,0
25089000,25090000,25089500.0,0,0
25090000,25091000,25090500.0,0,0
25091000,25092000,25091500.0,0,0
25092000,25093000,25092500.0,0,0
25093000,25094000,25093500.0,0,0
25094000,25095000,25094500.0,0,0
25095000,25096000,25095500.0,0,0
25096000,25097000,25096500.0,0,0
25097000,25098000,25097500.0,0,0
25098000,25099000,25098500.0,0,0
25099000,25100000,25099500.0,0,0
25100000,25101000,25100500.0,0,0
25101000,25102000,25101500.0,0,0
25102000,25103000,25102500.0,1,0
25103000,25104000,25103500.0,0,0
25104000,25105000,25104500.0,0,0
25105000,25106000,25105500.0,0,0
25106000,25107000,25106500.0,0,0
25107000,25108000,25107500.0,1,0
25108000,25109000,25108500.0,0,0
25109000,25110000,25109500.0,0,0
25110000,25111000,25110500.0,0,0
25111000,25112000,25111500.0,0,0
25112000,25113000,25112500.0,0,0
25113000,25114000,25113500.0,0,0
25114000,25115000,25114500.0,0,0
25115000,25116000,25115500.0,0,0
25116000,25117000,25116500.0,0,0
25117000,25118000,25117500.0,0,0
25118000,25119000,25118500.0,0,0
25119000,25120000,25119500.0,0,0
25120000,25121000,25120500.0,0,0
25121000,25122000,25121500.0,0,0
25122000,25123000,25122500.0,0,0
25123000,25124000,25123500.0,0,0
25124000,25125000,25124500.0,0,0
25125000,25126000,25125500.0,0,0
25126000,25127000,25126500.0,0,0
25127000,25128000,25127500.0,0,0
25128000,25129000,25128500.0,0,0
25129000,25130000,25129500.0,0,0
25130000,25131000,25130500.0,0,0
25131000,25132000,25131500.0,0,0
25132000,25133000,25132500.0,0,0
25133000,25134000,25133500.0,0,0
25134000,25135000,25134500.0,0,0
25135000,25136000,25135500.0,0,0
25136000,25137000,25136500.0,0,0
25137000,25138000,25137500.0,0,0
25138000,25139000,25138500.0,0,0
25139000,25140000,25139500.0,0,0
25140000,25141000,25140500.0,0,0
25141000,25142000,25141500.0,0,0
25142000,25143000,25142500.0,0,0
25143000,25144000,25143500.0,0,0
25144000,25145000,25144500.0,0,0
25145000,25146000,25145500.0,0,0
25146000,25147000,25146500.0,0,0
25147000,25148000,25147500.0,0,0
25148000,25149000,25148500.0,0,0
25149000,25150000,25149500.0,0,0
25150000,25151000,25150500.0,1,0
25151000,25152000,25151500.0,0,0
25152000,25153000,25152500.0,0,0
25153000,25154000,25153500.0,0,0
25154000,25155000,25154500.0,0,0
25155000,25156000,25155500.0,0,0
25156000,25157000,25156500.0,0,0
25157000,25158000,25157500.0,0,0
25158000,25159000,25158500.0,0,0
25159000,25160000,25159500.0,0,0
25160000,25161000,25160500.0,0,0
25161000,25162000,25161500.0,1,0
25162000,25163000,25162500.0,0,0
25163000,25164000,25163500.0,0,0
25164000,25165000,25164500.0,1,0
25165000,25166000,25165500.0,0,0
25166000,25167000,25166500.0,0,0
25167000,25168000,25167500.0,0,0
25168000,25169000,25168500.0,0,0
25169000,25170000,25169500.0,0,0
25170000,25171000,25170500.0,0,0
25171000,25172000,25171500.0,0,0
25172000,25173000,25172500.0,0,0
25173000,25174000,25173500.0,0,0
25174000,25175000,25174500.0,0,0
25175000,25176000,25175500.0,0,0
25176000,25177000,25176500.0,0,0
25177000,25178000,25177500.0,0,0
25178000,25179000,25178500.0,0,0
25179000,25180000,25179500.0,0,0
25180000,25181000,25180500.0,0,0
25181000,25182000,25181500.0,1,0
25182000,25183000,25182500.0,0,0
25183000,25184000,25183500.0,0,0
25184000,25185000,25184500.0,0,0
25185000,25186000,25185500.0,0,0
25186000,25187000,25186500.0,0,0
25187000,25188000,25187500.0,0,0
25188000,25189000,25188500.0,0,0
25189000,25190000,25189500.0,0,0
25190000,25191000,25190500.0,0,0
25191000,25192000,25191500.0,1,0
25192000,25193000,25192500.0,0,0
25193000,25194000,25193500.0,0,0
25194000,25195000,25194500.0,0,0
25195000,25196000,25195500.0,0,0
25196000,25197000,25196500.0,0,0
25197000,25198000,25197500.0,0,0
25198000,25199000,25198500.0,0,0
25199000,25200000,25199500.0,0,0
25200000,25201000,25200500.0,0,0
25201000,25202000,25201500.0,0,0
25202000,25203000,25202500.0,0,0
25203000,25204000,25203500.0,0,0
25204000,25205000,25204500.0,0,0
25205000,25206000,25205500.0,0,0
25206000,25207000,25206500.0,0,0
25207000,25208000,25207500.0,0,0
25208000,25209000,25208500.0,0,0
25209000,25210000,25209500.0,0,0
25210000,25211000,25210500.0,0,0
25211000,25212000,25211500.0,1,0
